URL,Domain,Have_IP,Have_At,URL_Length,URL_Depth,Non-standard_Doubleslash,https_Domain,Shortened_URL,Hyphen_Count,Label
http://colegiomoura.com.br/comunicados_arq/my.dhl-com/index.php?email={{email}},colegiomoura.com.br,0,0,79,3,0,0,0,0,1
http://satkom.id/img/clpds/index.php,satkom.id,0,0,36,3,0,0,0,0,1
http://www.kovolem.cz/4458A73BC08A11997B7121510F00D9B9/?sec=AlexandraHentsche,kovolem.cz,0,0,77,1,0,0,0,0,1
https://cacomali.com/office/html,cacomali.com,0,0,32,2,0,1,0,0,1
http://dropbox.com-payment-invoice-id-379340.tilexhome.com/,dropbox.com-payment-invoice-id-379340.tilexhome.com,0,0,59,0,0,0,0,4,1
http://nagari.or.id/admin/crypt/,nagari.or.id,0,0,32,2,0,0,0,0,1
http://ourstaf.com/sec/home/Signin,ourstaf.com,0,0,34,3,0,0,0,0,1
http://realestateinvestordatabase.com/wp-content/themes/twentyfifteen/languages/excelonline/error.php,realestateinvestordatabase.com,0,0,101,6,0,0,0,0,1
https://storage.cloud.google.com/user7773578ixh1092839.appspot.com/index.html#john.smith@gmail.com,storage.cloud.google.com,0,1,98,2,0,1,0,0,1
https://rebrand.ly/3jh0pz,rebrand.ly,0,0,25,1,0,1,0,0,1
http://www.les-placards-en-folie.fr/modules/blockcurrencies/translations/onedrive/login.php?cmd=login_submit&amp;id=2f6e96dcee9434f34a8b2714d314ebb42f6e96dcee9434f34a8b2714d314ebb4&amp;session=2f6e96dcee9434f34a8b2714d314ebb42f6e96dcee9434f34a8b2714d314ebb4,les-placards-en-folie.fr,0,0,257,5,0,0,0,3,1
"http://kitmaravilhosoparamamaepresenteie.com/mobile/carrinho.php?enc=226811285%22,%22xReqWith%22:%22com.facebook.katana%22,%22reqTime%22:%221588960642.23%22,%22accLang%22:%22pt-BR,pt;q=0.9,en-US;q=0.8,en;q=0.7%22,%22accEnc%22:%22gzip,%20deflate%22",kitmaravilhosoparamamaepresenteie.com,0,0,247,2,0,0,0,0,1
http://3.ly/uhW,3.ly,0,0,15,1,0,0,0,0,1
http://www.mobile.free.fr-moncomptefacture.assistanceservice.u697433nen.ha004.t.justns.ru/FreeMoible2020/verificationelligne/2020/mobile-freefrmoncompte/Extraisvosfacture5f9dedc0a81dcf09aed6compteM5Yi0home/accuserreceptiondefacture-2020/,mobile.free.fr-moncomptefacture.assistanceservice.u697433nen.ha004.t.justns.ru,0,0,237,6,0,0,0,1,1
http://id-app.jdevcloud.com/id/pbb/pbb/desbloqueandodispositivo.html#www2.bancobrasil.com.br/aapf/login.jsp?aapf.IDH=sim&amp;perfil=1&amp;_ga=2.140361011.1032577744.1580043252-1283269116.1580043252,id-app.jdevcloud.com,0,0,197,4,0,0,0,1,1
http://alphabetic-custody.000webhostapp.com/,alphabetic-custody.000webhostapp.com,0,0,44,0,0,0,0,1,1
http://www.taofiklawal.com/js/us/delta.com/,taofiklawal.com,0,0,43,3,0,0,0,0,1
http://workprotocoles-com.webs.com/,workprotocoles-com.webs.com,0,0,35,0,0,0,0,1,1
http://moc-kompetensresurs.se/wp-includes/Text/update/app/index,moc-kompetensresurs.se,0,0,63,5,0,0,0,1,1
http://zbavit.live/index.html,zbavit.live,0,0,29,1,0,0,0,0,1
http://unclekick.com/admin/global/GlobalSources/files/page.html,unclekick.com,0,0,63,5,0,0,0,0,1
https://storage.googleapis.com/adobe-pdf-online21420.appspot.com/%2525%2525%2525%2525%2525%2525/login.html#sss@gggg.com,storage.googleapis.com,0,1,119,3,0,1,0,0,1
https://ofertasamerican.com/MeusProdutos/Prefetch.php?skullid=127743039,ofertasamerican.com,0,0,71,2,0,1,0,0,1
http://whatsapp-invite-groupsex88-whatsappsex.2waky.com/,whatsapp-invite-groupsex88-whatsappsex.2waky.com,0,0,56,0,0,0,0,3,1
https://finalizando-pagamento.com/mobile/login.php?enc=845276446,finalizando-pagamento.com,0,0,64,2,0,1,0,1,1
http://webs.gt/wp-includes/css/dist/checkpoint,webs.gt,0,0,46,4,0,0,0,0,1
https://newcampus.escuelanuevosnegocios.com/grace505/Benzml350014/u.php,newcampus.escuelanuevosnegocios.com,0,0,71,3,0,1,0,0,1
http://cscclabs.com/bank/bankofamerica/bankofamerica/bankofamerica/login.php?cmd=login_submit&amp;id=4f493a562ac8fa10c30e064fba994ea24f493a562ac8fa10c30e064fba994ea2&amp;session=4f493a562ac8fa10c30e064fba994ea24f493a562ac8fa10c30e064fba994ea2,cscclabs.com,0,0,242,5,0,0,0,0,1
https://urlz.fr/cfxW?znqq?tco=w3a8Wkqu,urlz.fr,0,0,38,1,0,1,0,0,1
http://lz5.1ee.myftpupload.com/mvc/62da8c91ce7b10846231921795d6059e,lz5.1ee.myftpupload.com,0,0,67,2,0,0,0,0,1
https://www.saldao-casasbahia-mesdasmaes.com/2020/mobile/login.php?enc=984011824,saldao-casasbahia-mesdasmaes.com,0,0,80,3,0,1,0,2,1
https://trocarponto.com/,trocarponto.com,0,0,24,0,0,1,0,0,1
https://www.singhpur.com/images/makeme/ourtime.php,singhpur.com,0,0,50,3,0,1,0,0,1
http://bbfunding-my.sharepoint.com/personal/accounting_bluebridgefunding_com/_layouts/15/doc.aspx?sourcedoc={f0763374-6329-450f-94a4-11512ab3e2fe}&amp;action=default&amp;slrid=5961409f-c08a-0000-3fa1-75b979fb3192&amp;originalpath=ahr0chm6ly9iymz1bmrpbmctbxkuc2hhcmvwb2ludc5jb20vom86l2cvcgvyc29uywwvywnjb3vudgluz19ibhvlynjpzgdlznvuzgluz19jb20vrw5remr2qxbzdzlgbetrulvtcxo0djrcttnvrxnuvhjrm1fjae9qemetamxrqt9ydgltzt1yac0ycxkzttewzw&amp;cid=c5f1ae7f-ac1c-4323-a07c-260e95800ab9,bbfunding-my.sharepoint.com,0,0,473,5,0,0,0,1,1
https://kaizenpak.com/1/https/34.237.113.1132507/sucursalpersonas.transaccionesbancolombia.com/mua/index.html,kaizenpak.com,0,0,109,6,0,1,0,0,1
https://t.umblr.com/redirect?z=https%3A%2F%2Faccount-amazon-page-login.sirupcitrun0111.com%2F%3Fsignin&amp;t=NTA0OGFlYTc2ZjRjNzJlYTIzZTk5ODAxZWQwNWU4NjM2NDcxMGI0Nyw2YjI2NmM3ODI2YjhkYjM3OGRhNWFhMDZhOWUyOWI1Nzg0MzE2MzY3,t.umblr.com,0,0,217,1,0,1,0,0,1
http://mail.toneelstukken.nl/~u43730p39181/pki-validation,mail.toneelstukken.nl,0,0,57,2,0,0,0,0,1
https://www.papertalkative.org/survey/20803/source=56fe3b0ea767b2092db9afc2/nrp=5eb3be3dfcaa97528d1803fd,papertalkative.org,0,0,104,4,0,1,0,0,1
http://216.222.194.94/images/social/sign-in/,216.222.194.94,1,0,44,3,0,0,0,0,1
https://jikatel.com/pay/ee/,jikatel.com,0,0,27,2,0,1,0,0,1
https://roxburycommunitycolleg798-my.sharepoint.com:443/:b:/g/personal/enebelitsky_rcc_mass_edu/ER4MnITIQeZDpRVSiLJKsn4BexPjQkFWL8C3bunhUDV4ww?e=4%3a2ANva6&at=9,roxburycommunitycolleg798-my.sharepoint.com:443,0,0,160,5,0,1,0,1,1
https://smsorangephonemail.myfreesites.net/,smsorangephonemail.myfreesites.net,0,0,43,0,0,1,0,0,1
https://poste-italiane-pt.com,poste-italiane-pt.com,0,0,29,0,0,1,0,2,1
http://alumdecor.ru/cli/www/webmailbox/?email=abuse@aol.com,alumdecor.ru,0,1,59,3,0,0,0,0,1
https://m-resgatesmile.com/webApps_AplicationSelect.php,m-resgatesmile.com,0,0,55,1,0,1,0,1,1
https://sitevendasonline.com/americanas/orders/,sitevendasonline.com,0,0,47,2,0,1,0,0,1
http://zbyk.drl.pl/google/,zbyk.drl.pl,0,0,26,1,0,0,0,0,1
https://rebrand.ly/nibrcpo,rebrand.ly,0,0,26,1,0,1,0,0,1
https://ip-132-148-145-99.ip.secureserver.net/login.html,ip-132-148-145-99.ip.secureserver.net,0,0,56,1,0,1,0,4,1
https://s.id/7s5VX,s.id,0,0,18,1,0,1,0,0,1
https://churchbrm.org/english/,churchbrm.org,0,0,30,1,0,1,0,0,1
http://peaceau.org/aubis/nuc/login.php?cmd=login_submit&amp;id=571891c681b1722547abef2b7fa4f50c571891c681b1722547abef2b7fa4f50c&amp;session=571891c681b1722547abef2b7fa4f50c571891c681b1722547abef2b7fa4f50c,peaceau.org,0,0,204,3,0,0,0,0,1
http://spidersolutions.ro/,spidersolutions.ro,0,0,26,0,0,0,0,0,1
http://www.amazon.de.signin.verification.openid.5935156.keitingbrunre.tk/safe/confirm/identity/,amazon.de.signin.verification.openid.5935156.keitingbrunre.tk,0,0,95,3,0,0,0,0,1
https://docs.google.com/forms/d/e/1FAIpQLSfdtgSkAnw6HZqM4qwEPIDPbrzFBNLQToVNZnbCqvsIFQ3_Iw/viewform?usp=sf_link,docs.google.com,0,0,111,5,0,1,0,0,1
https://goldsilverboutique.com/apple/Apple/update_info/websc-billing.php,goldsilverboutique.com,0,0,72,4,0,1,0,0,1
https://www.poetkaustubh.com/cathy/daricek/,poetkaustubh.com,0,0,43,2,0,1,0,0,1
https://ishareweb.com/1zo/,ishareweb.com,0,0,26,1,0,1,0,0,1
https://itacardacesso.com/,itacardacesso.com,0,0,26,0,0,1,0,0,1
https://meliskuris.com/credits/Update/,meliskuris.com,0,0,38,2,0,1,0,0,1
http://shatorupa.com/receipe/micro/adobe/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&fid.13InboxLight.aspxn.1774256418&fid.125289964252813InboxLight99642_Product-email&email=,shatorupa.com,0,0,176,4,0,0,0,0,1
https://alba-pollux.hu/wp-includes/theme-compat/PP/service/,alba-pollux.hu,0,0,59,4,0,1,0,1,1
http://pagesyouraccount.cloudns.asia/check.php,pagesyouraccount.cloudns.asia,0,0,46,1,0,0,0,0,1
https://kianpelleh.com/topo/accon/,kianpelleh.com,0,0,34,2,0,1,0,0,1
http://rextraening.dk/wp-content/plugins/salem/enter/DHLa,rextraening.dk,0,0,57,5,0,0,0,0,1
http://www.allegro.secfence.lesavik.net,allegro.secfence.lesavik.net,0,0,39,0,0,0,0,0,1
http://kosmetyczka-radzymin.pl/wp-content/themes/twentyfifteen/js/www.impots.gouv.fr/file/32681abd1fcc23d543d1b656f9490395/redirection.php,kosmetyczka-radzymin.pl,0,0,138,8,0,0,0,1,1
http://jppost-fu.co/yiu.html,jppost-fu.co,0,0,28,1,0,0,0,1,1
https://joint.co.il/forum/includes/--/https:/www.dispositivobb.com.br/,joint.co.il,0,0,70,5,0,1,0,0,1
https://cciottawa050-my.sharepoint.com/personal/mariam_cciottawa_ca/_layouts/15/guestaccess.aspx?guestaccesstoken=ajn%2bClx8sn3dvNINwZWtki88X1YsAgpfqC0SuQn4QUI%3d&docid=1_15993ec557a6249418cf4deddf0aade39&wdFormId=%7B727DF2E9%2D0051%2D4601%2D84FC%2D40EFF41D7EAF%7D,cciottawa050-my.sharepoint.com,0,0,264,5,0,1,0,1,1
http://ec2-3-82-210-25.compute-1.amazonaws.com/MAfdfdfdfddfd99900Y/,ec2-3-82-210-25.compute-1.amazonaws.com,0,0,67,1,0,0,0,5,1
https://ryancrosbyyoga.com/secured/dhl_topscript/source/content/?email=,ryancrosbyyoga.com,0,0,71,4,0,1,0,0,1
http://herrikolore.org/cache/re.php,herrikolore.org,0,0,35,2,0,0,0,0,1
http://yspublish.co.kr/_asapro2/street,yspublish.co.kr,0,0,38,2,0,0,0,0,1
https://orientationinlaws.com/hoffmanbrown/document/login.php?cmd=login_submit&amp;id=417e940dd56d15158018123e167aeaf3417e940dd56d15158018123e167aeaf3&amp;session=417e940dd56d15158018123e167aeaf3417e940dd56d15158018123e167aeaf3,orientationinlaws.com,0,0,227,3,0,1,0,0,1
http://u718633rwt.ha004.t.justns.ru/SG/allo/prin,u718633rwt.ha004.t.justns.ru,0,0,48,3,0,0,0,0,1
http://haywardtransportationllc.com/wp-admin/includes/access/,haywardtransportationllc.com,0,0,61,3,0,0,0,0,1
http://www.shannonebeling.com/wp-includes/css/post.php,shannonebeling.com,0,0,54,3,0,0,0,0,1
https://bitskin.gq/,bitskin.gq,0,0,19,0,0,1,0,0,1
http://www.toquedsol.com/img/scenes/thumbs/worldwide/ww/update/624ec1c881656ee6418604df2928494b/,toquedsol.com,0,0,96,7,0,0,0,0,1
http://kidscoloringpdf.com/wp-content/xxx/2020dhl_topscript/dhl_topscript/source/index.php,kidscoloringpdf.com,0,0,90,6,0,0,0,0,1
https://www.kosmetica.com.bd/skincare-store/img/header/myzombi/home/signin/,kosmetica.com.bd,0,0,75,6,0,1,0,0,1
http://pecasdecozinha.com/mobile/carrinho.php?enc=223285764,pecasdecozinha.com,0,0,59,2,0,0,0,0,1
"https://cosmoia.com/wp-content/plugins/content/d1871af8b326c78d3458c5f7935afce1/?user={{email}}&amp;_verify?service=mail&amp;data:text/html;charset=utf-8;base64,PGh0bWw%20DQo8c3R5bGU%20IGJvZHkgeyBtYXJnaW46IDA7IG92ZXJmbG93OiBoaWRkZW47IH0gPC9zdHlsZT4NCiAgPGlmcmFt",cosmoia.com,0,0,261,4,0,1,0,0,1
https://onlineprocedure.web5838.vweb01.webgamespace.de/,onlineprocedure.web5838.vweb01.webgamespace.de,0,0,55,0,0,1,0,0,1
http://recaptcha.beget.tech,recaptcha.beget.tech,0,0,27,0,0,0,0,0,1
https://71bee43a7a930f904d6194833b9619c9.accesscam.org/5a9901a9638ce049f08b260e244628b2/indexa.php?P=_93894575342hdfjsixaoweue5_j1489738549283781331983743fncn_Product-UserID&amp;fy9=marilyn.ferolino@lexmark.com,71bee43a7a930f904d6194833b9619c9.accesscam.org,0,1,210,2,0,1,0,0,1
https://aparelhoonline.com/app/index.php?app=way,aparelhoonline.com,0,0,48,2,0,1,0,0,1
https://synerquest.com/,synerquest.com,0,0,23,0,0,1,0,0,1
http://hamt.jp/program/wp-content/themes/twentyfourteen/home/latampass/cadastro/?cli=Cliente&amp;/fCT0C5KIEs/1CerC6Hb09.php,hamt.jp,0,0,123,7,0,0,0,0,1
http://0s.ozvs4y3pnu.nblz.ru,0s.ozvs4y3pnu.nblz.ru,0,0,28,0,0,0,0,0,1
https://drive.google.com/file/d/1_GGqmQXcOYjJZfvgg44cX-sWuaue8EdJ/edit,drive.google.com,0,0,70,4,0,1,0,0,1
http://www.thescrapescape.com/cccxxxxxxxxxc/doc/doc/processing.html,thescrapescape.com,0,0,67,4,0,0,0,0,1
http://www.nhc2020.com/Vendo/format/1,nhc2020.com,0,0,37,3,0,0,0,0,1
http://www.xn--btchang-t8ag78w.net/,xn--btchang-t8ag78w.net,0,0,35,0,0,0,0,3,1
http://pixel.baltic-dragon.ru/PLUGS/GeneralDomain/,pixel.baltic-dragon.ru,0,0,50,2,0,0,0,1,1
http://instagram.com.login.s5df46ss21s.oficinasylocalesfiore.com/,instagram.com.login.s5df46ss21s.oficinasylocalesfiore.com,0,0,65,0,0,0,0,0,1
http://limitlessearn.com/log_in,limitlessearn.com,0,0,31,1,0,0,0,0,1
http://facebook.com.triumphhomes.co.uk/,facebook.com.triumphhomes.co.uk,0,0,39,0,0,0,0,0,1
https://sknaquatech.com/wp-content/themes/twentyfifteen/chase/dash.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon=MTYwOTc2MjEzOA==MTYwOTc2MjEzOA==&session=MTYwOTc2MjEzOA==MTYwOTc2MjEzOA==,sknaquatech.com,0,0,189,5,0,1,0,0,1
https://xn--sparkass-i1a.connect-1412.de/67e20e2f973847eab4e6193a9f3fd234/info,xn--sparkass-i1a.connect-1412.de,0,0,78,2,0,1,0,4,1
http://secure.bankofamerica.com-login-sign-in-signonv2screen.go.suzukihaiphong.com.vn/,secure.bankofamerica.com-login-sign-in-signonv2screen.go.suzukihaiphong.com.vn,0,0,86,0,0,0,0,4,1
https://restaurantelabarquita.com/Adobe_Reader01/Ver1fy_Office1_Spreadsheet03/,restaurantelabarquita.com,0,0,78,2,0,1,0,0,1
http://appleid.apple.com.akadns.net/to/,appleid.apple.com.akadns.net,0,0,39,1,0,0,0,0,1
http://www.zonsa.biz/fd217f995302204010cefefda394d8e7/_warning/,zonsa.biz,0,0,63,2,0,0,0,0,1
http://didierpajot.com/cs/,didierpajot.com,0,0,26,1,0,0,0,0,1
https://mail.glosowanie-kliknij.eu,mail.glosowanie-kliknij.eu,0,0,34,0,0,1,0,1,1
https://visitor.constantcontact.com/manage/update/genemail?v=001MDKVK-KV0oGx0m9pen7VfbkCi3JbQH6CxWt2KJR3Sl7ocoW5oVQfUngYVZBl8V8_DuuodSn8LwhJ811FPM6KwxlApqDEYy1OdOJi3CtrgF7zXkEVPVJFFNna-XA9HcE5vELxaugXXt4=,visitor.constantcontact.com,0,0,204,3,0,1,0,0,1
https://connect-neueverbindung02.de/fb40d9a5d690ca7738be24425840af1c/info,connect-neueverbindung02.de,0,0,73,2,0,1,0,1,1
https://talkingflight.com/wp-admin/js//SBHDS/sbc/sbc/sbcglobal.net.htm,talkingflight.com,0,0,70,6,1,1,0,0,1
http://bitoex-claimbonuses-btc.000webhostapp.com/,bitoex-claimbonuses-btc.000webhostapp.com,0,0,49,0,0,0,0,2,1
https://iaak12.org//.cc,iaak12.org,0,0,23,1,1,1,0,0,1
http://betasus12.blogspot.com,betasus12.blogspot.com,0,0,29,0,0,0,0,0,1
https://shootmehayoor.com/wp-admin/network/psotale/postale.activation,shootmehayoor.com,0,0,69,4,0,1,0,0,1
http://omeglecaptures.ihostfull.com/?i=1,omeglecaptures.ihostfull.com,0,0,40,0,0,0,0,0,1
https://wdestaques14.otimosnegociosparavoce.com/AJjiAbTCuPiWq/189/proMKFRweYwU/134510102/smartphone-samsung-galaxy-a50-android-9.0-tela-6.4-octa-core-128gb-4g-camera-tripla-25mp-5mp-8mp-preto,wdestaques14.otimosnegociosparavoce.com,0,0,191,5,0,1,0,0,1
http://dev.nortoncommercial.com.gowpsite.com/ot/excelzz/bizmail.php,dev.nortoncommercial.com.gowpsite.com,0,0,67,3,0,0,0,0,1
https://lonjastec.es//.zet,lonjastec.es,0,0,26,1,1,1,0,0,1
http://orthodoxfacts.org/vendor/phpunit/phpunit/src/Util/PHP/login.php,orthodoxfacts.org,0,0,70,7,0,0,0,0,1
https://t.hotmarketstudio.com/goods/30/9926.html,t.hotmarketstudio.com,0,0,48,3,0,1,0,0,1
http://dsgcbeonline.com/eng/index.html,dsgcbeonline.com,0,0,38,2,0,0,0,0,1
http://playarprint.com/chase/home.php?public/enroll/identifyuser-aspx-lob=rbglogon=nzkxmdqzndc4nzkxmdqzndc4=nzkxmdqzndc4nzkxmdqzndc4,playarprint.com,0,0,132,2,0,0,0,0,1
http://rege.opriessnig.at/C3AD8BD046CDC903AFFBA76DA181D7B6,rege.opriessnig.at,0,0,58,1,0,0,0,0,1
https://jtadeo.com/appstudio/Project2/nsb/Rss/CHASE/step2.php,jtadeo.com,0,0,61,6,0,1,0,0,1
http://oncopharma-ae.com/microsoft/index.php,oncopharma-ae.com,0,0,44,2,0,0,0,1,1
http://shopbundlebee.com/ch/9b4f2f00f301fe3decdffb2fa4a64e2b/verification-email.php?cmd=_account-details,shopbundlebee.com,0,0,104,3,0,0,0,0,1
http://betasus31.blogspot.com,betasus31.blogspot.com,0,0,29,0,0,0,0,0,1
https://docs.google.com/forms/d/e/1FAIpQLSdRbbFRZPDLGPyaaXDGExvKUK2Uh9KQbhErtETgiGs5pr2OBw/viewform?usp=sf_link/,docs.google.com,0,0,112,5,0,1,0,0,1
http://trbetasusgir.blogspot.com,trbetasusgir.blogspot.com,0,0,32,0,0,0,0,0,1
http://mail.tgroot.nl/~u43730p39181/pki-validation,mail.tgroot.nl,0,0,50,2,0,0,0,0,1
https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAO__SRWMhxUREtYNE5NRjdKQ0daSjZNUjM2MDhMSFlKVy4u,forms.office.com,0,0,132,2,0,1,0,0,1
http://profinishmi.com/dd/Upgrade/verify/mail.php?email=abuse@aslaviation.com,profinishmi.com,0,1,77,4,0,0,0,0,1
http://stanislausgrown.org/wp-content/qws.yah00c0m.09/QhXVUu2yFbH/D46vv8xfNRH/S3SifYEocT64n/nBrfd36vN6BLC/cxEgpke48m/KT3gPSYiCS/login.php,stanislausgrown.org,0,0,137,9,0,0,0,0,1
https://sua-mae-merece-tudo.com/americanas/500765914/?geladeirarefrigerador-brastemp-duplex-2-portas-bre57-frost-free-443l-inox-nas-americanas&skullid=982848996&cart=OTgyODQ4OTk2,sua-mae-merece-tudo.com,0,0,178,2,0,1,0,3,1
http://rojaspaint.com/tmp/34.237.113.1135555/sucursalpersonas.transaccionesbancolombia.com/mua/index.html,rojaspaint.com,0,0,105,5,0,0,0,0,1
http://videosfacebook.today/app/facebook.com?lang=en&amp;key=mxvdrtnrlsy2bycjfxjmgewbfedbiywwjbs2u1zmedfovk8avytvz4ygnftuhyda7r4p0zgal3vuvlgedipm21vrjcuf0b1jjceqjslw1rqxubr1m1d769bk6s7ijoih2klgbat6gkxztlupohgg3svol0cz4meopnts1yvysj67fecafpzmx6ez5ge21yp60lwtqm53,videosfacebook.today,0,0,261,2,0,0,0,0,1
http://186.75.130.46/en/signin.php?sslchannel=true&amp;sessionid=xr88iuwkfy8sy0axz3ueliz1b795tntrf1axw7hb5qu4q5bz86dupnvavefo2zphbqexxw9cwegnkintpanoosojx4hzexqfx5nvcx7zbowl7jewuckiujc1nkarrrhpxu,186.75.130.46,1,0,195,2,0,0,0,0,1
http://www.w3stco.com/home.php,w3stco.com,0,0,30,1,0,0,0,0,1
http://www.turkmcse.com/sys-cache/_alert/,turkmcse.com,0,0,41,2,0,0,0,0,1
http://www.decifra.com.br/at&amp;t-mail/ATT/a2190a7681c6fc02deafddb533cdb720,decifra.com.br,0,0,76,3,0,0,0,0,1
http://47.90.0.38/login/home/,47.90.0.38,1,0,29,2,0,0,0,0,1
https://www.vadodaramarathon.com/regroup/sail/update/update/chaseonline/login.htm,vadodaramarathon.com,0,0,81,6,0,1,0,0,1
https://firebasestorage.googleapis.com/v0/b/origine-85df7.appspot.com/o/index.html?alt=media&amp;token=eb27b9cb-5edb-42bc-bcbe-5781a497c567,firebasestorage.googleapis.com,0,0,139,5,0,1,0,0,1
http://poligrafiapias.com/Secured-adobe/08fd9fb31cf324e5ac015c21865c28ea,poligrafiapias.com,0,0,72,2,0,0,0,0,1
http://extrategika.com/wp-includes/rest-api/fields/web,extrategika.com,0,0,54,4,0,0,0,0,1
http://www.vertulounge.com/wp-content/_notify,vertulounge.com,0,0,45,2,0,0,0,0,1
http://mail.www-avilto.ru/,mail.www-avilto.ru,0,0,26,0,0,0,0,1,1
http://ourtime.com.gofresh.com.pk/ourtime/ourtime/,ourtime.com.gofresh.com.pk,0,0,50,2,0,0,0,0,1
http://wilstv.com/https:/www.paypal.com/signin/,wilstv.com,0,0,47,3,0,0,0,0,1
https://www.vadodaramarathon.com/css/encrypt/internode/JPMorganChaseOnline01-2/JPMorganChaseOnline01,vadodaramarathon.com,0,0,100,5,0,1,0,0,1
https://hl7.org.ar/wp-admin/lord/,hl7.org.ar,0,0,33,2,0,1,0,0,1
http://securingbravoonly.quibee.com.my/.well-known/.secure/login.php,securingbravoonly.quibee.com.my,0,0,68,3,0,0,0,0,1
https://robertoseifert.com/kkapes@breakthrubev.com_PO4500781351_Open_OnedrivePortal/updated_drive_shared_securely_online%20-%20Copy/,robertoseifert.com,0,1,132,2,0,1,0,0,1
